Number,Measure,Preamble,Question,Options,Randomize,ReverseCoded,id,Scoring,Part1,Part2,OnePart,OnePartLatex,subscale
343,DOSPERT,"For each of the following statements, please indicate the LIKELIHOOD that you would engage in the described activity or behavior if you were to find yourself in that situation.",Having an affair with a married man/woman.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,false,0,dospert.9,1;2;3;4;5;6;7,1,0,1,1,Ethical
344,DOSPERT,"For each of the following statements, please indicate the LIKELIHOOD that you would engage in the described activity or behavior if you were to find yourself in that situation.",Passing off somebody else's work as your own.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,false,0,dospert.10,1;2;3;4;5;6;7,1,0,1,1,Ethical
345,DOSPERT,"For each of the following statements, please indicate the LIKELIHOOD that you would engage in the described activity or behavior if you were to find yourself in that situation.",Going down a ski run that is beyond your ability.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,false,0,dospert.11,1;2;3;4;5;6;7,1,0,1,1,Recreational
346,DOSPERT,"For each of the following statements, please indicate the LIKELIHOOD that you would engage in the described activity or behavior if you were to find yourself in that situation.",Investing 5% of your annual income in a very speculative stock.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,false,0,dospert.12,1;2;3;4;5;6;7,1,0,1,1,Financial (I)
347,DOSPERT,"For each of the following statements, please indicate the LIKELIHOOD that you would engage in the described activity or behavior if you were to find yourself in that situation.",Going whitewater rafting at high water in the spring.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,false,0,dospert.13,1;2;3;4;5;6;7,1,0,1,1,Recreational
348,DOSPERT,"For each of the following statements, please indicate the LIKELIHOOD that you would engage in the described activity or behavior if you were to find yourself in that situation.",Betting a day's income on the outcome of a sporting event.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,false,0,dospert.14,1;2;3;4;5;6;7,1,0,1,1,Financial (G)
349,DOSPERT,"For each of the following statements, please indicate the LIKELIHOOD that you would engage in the described activity or behavior if you were to find yourself in that situation.",Engaging in unprotected sex.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,false,0,dospert.15,1;2;3;4;5;6;7,1,0,1,1,Health/Safety
350,DOSPERT,"For each of the following statements, please indicate the LIKELIHOOD that you would engage in the described activity or behavior if you were to find yourself in that situation.",Revealing a friend's secret to someone else.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,false,0,dospert.16,1;2;3;4;5;6;7,1,0,1,1,Ethical
351,DOSPERT,"For each of the following statements, please indicate the LIKELIHOOD that you would engage in the described activity or behavior if you were to find yourself in that situation.",Driving a car without wearing a seat belt.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,false,0,dospert.17,1;2;3;4;5;6;7,1,0,1,1,Health/Safety
352,DOSPERT,"For each of the following statements, please indicate the LIKELIHOOD that you would engage in the described activity or behavior if you were to find yourself in that situation.",Investing 10% of your annual income in a new business venture.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,false,0,dospert.18,1;2;3;4;5;6;7,1,0,1,1,Financial (I)
353,DOSPERT,"For each of the following statements, please indicate the LIKELIHOOD that you would engage in the described activity or behavior if you were to find yourself in that situation.",Taking a skydiving class.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,false,0,dospert.19,1;2;3;4;5;6;7,1,0,1,1,Recreational
354,DOSPERT,"For each of the following statements, please indicate the LIKELIHOOD that you would engage in the described activity or behavior if you were to find yourself in that situation.",Riding a motorcycle without a helmet.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,false,0,dospert.20,1;2;3;4;5;6;7,1,0,1,1,Health/Safety
355,DOSPERT,"For each of the following statements, please indicate the LIKELIHOOD that you would engage in the described activity or behavior if you were to find yourself in that situation.",Choosing a career that you truly enjoy over a more secure one.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,false,0,dospert.21,1;2;3;4;5;6;7,1,0,1,1,Social
356,DOSPERT,"For each of the following statements, please indicate the LIKELIHOOD that you would engage in the described activity or behavior if you were to find yourself in that situation.",Speaking your mind about an unpopular issue in a meeting at work.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,false,0,dospert.22,1;2;3;4;5;6;7,1,0,1,1,Social
357,DOSPERT,"For each of the following statements, please indicate the LIKELIHOOD that you would engage in the described activity or behavior if you were to find yourself in that situation.",Sunbathing without sunscreen.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,false,0,dospert.23,1;2;3;4;5;6;7,1,0,1,1,Health/Safety
358,DOSPERT,"For each of the following statements, please indicate the LIKELIHOOD that you would engage in the described activity or behavior if you were to find yourself in that situation.",Bungee jumping off a tall bridge.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,false,0,dospert.24,1;2;3;4;5;6;7,1,0,1,1,Recreational
359,DOSPERT,"For each of the following statements, please indicate the LIKELIHOOD that you would engage in the described activity or behavior if you were to find yourself in that situation.",Piloting a small plane.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,false,0,dospert.25,1;2;3;4;5;6;7,1,0,1,1,Recreational
360,DOSPERT,"For each of the following statements, please indicate the LIKELIHOOD that you would engage in the described activity or behavior if you were to find yourself in that situation.",Walking home alone at night in an unsafe area of town.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,false,0,dospert.26,1;2;3;4;5;6;7,1,0,1,1,Health/Safety
361,DOSPERT,"For each of the following statements, please indicate the LIKELIHOOD that you would engage in the described activity or behavior if you were to find yourself in that situation.",Moving to a city far away from your extended family.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,false,0,dospert.27,1;2;3;4;5;6;7,1,0,1,1,Social
362,DOSPERT,"For each of the following statements, please indicate the LIKELIHOOD that you would engage in the described activity or behavior if you were to find yourself in that situation.",Starting a new career in your mid-thirties.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,false,0,dospert.28,1;2;3;4;5;6;7,1,0,1,1,Social
363,DOSPERT,"For each of the following statements, please indicate the LIKELIHOOD that you would engage in the described activity or behavior if you were to find yourself in that situation.",Leaving your young children alone at home while running an errand.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,false,0,dospert.29,1;2;3;4;5;6;7,1,0,1,1,Ethical
364,DOSPERT,"For each of the following statements, please indicate the LIKELIHOOD that you would engage in the described activity or behavior if you were to find yourself in that situation.",Not returning a wallet you found that contains $200.,Extremely Unlikely;Moderately Unlikely;Somewhat Unlikely;Not Sure;Somewhat Likely;Moderately Likely;Extremely Likely,false,0,dospert.30,1;2;3;4;5;6;7,1,0,1,1,Ethical
365,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Admitting that your tastes are different from those of a friend.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.1,1;2;3;4;5;6;7,1,0,1,1,Social
366,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Going camping in the wilderness.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.2,1;2;3;4;5;6;7,1,0,1,1,Recreational
367,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Betting a day's income at the horse races.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.3,1;2;3;4;5;6;7,1,0,1,1,Financial (G)
368,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Investing 10% of your annual income in a moderate growth diversified fund.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.4,1;2;3;4;5;6;7,1,0,1,1,Financial (I)
369,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Drinking heavily at a social function.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.5,1;2;3;4;5;6;7,1,0,1,1,Health/Safety
370,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Taking some questionable deductions on your income tax return.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.6,1;2;3;4;5;6;7,1,0,1,1,Ethical
371,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Disagreeing with an authority figure on a major issue.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.7,1;2;3;4;5;6;7,1,0,1,1,Social
372,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Betting a day's income at a high-stake poker game.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.8,1;2;3;4;5;6;7,1,0,1,1,Financial (G)
373,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Having an affair with a married man/woman.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.9,1;2;3;4;5;6;7,1,0,1,1,Ethical
374,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Passing off somebody else's work as your own.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.10,1;2;3;4;5;6;7,1,0,1,1,Ethical
375,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Going down a ski run that is beyond your ability.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.11,1;2;3;4;5;6;7,1,0,1,1,Recreational
376,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Investing 5% of your annual income in a very speculative stock.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.12,1;2;3;4;5;6;7,1,0,1,1,Financial (I)
377,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Going whitewater rafting at high water in the spring.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.13,1;2;3;4;5;6;7,1,0,1,1,Recreational
378,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Betting a day's income on the outcome of a sporting event.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.14,1;2;3;4;5;6;7,1,0,1,1,Financial (G)
379,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Engaging in unprotected sex.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.15,1;2;3;4;5;6;7,1,0,1,1,Health/Safety
380,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Revealing a friend's secret to someone else.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.16,1;2;3;4;5;6;7,1,0,1,1,Ethical
381,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Driving a car without wearing a seat belt.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.17,1;2;3;4;5;6;7,1,0,1,1,Health/Safety
382,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Investing 10% of your annual income in a new business venture.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.18,1;2;3;4;5;6;7,1,0,1,1,Financial (I)
383,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Taking a skydiving class.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.19,1;2;3;4;5;6;7,1,0,1,1,Recreational
384,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Riding a motorcycle without a helmet.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.20,1;2;3;4;5;6;7,1,0,1,1,Health/Safety
385,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Choosing a career that you truly enjoy over a more secure one.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.21,1;2;3;4;5;6;7,1,0,1,1,Social
386,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Speaking your mind about an unpopular issue in a meeting at work.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.22,1;2;3;4;5;6;7,1,0,1,1,Social
387,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Sunbathing without sunscreen.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.23,1;2;3;4;5;6;7,1,0,1,1,Health/Safety
388,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Bungee jumping off a tall bridge.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.24,1;2;3;4;5;6;7,1,0,1,1,Recreational
389,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Piloting a small plane.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.25,1;2;3;4;5;6;7,1,0,1,1,Recreational
390,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Walking home alone at night in an unsafe area of town.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.26,1;2;3;4;5;6;7,1,0,1,1,Health/Safety
391,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Moving to a city far away from your extended family.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.27,1;2;3;4;5;6;7,1,0,1,1,Social
392,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Starting a new career in your mid-thirties.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.28,1;2;3;4;5;6;7,1,0,1,1,Social
393,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Leaving your young children alone at home while running an errand.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.29,1;2;3;4;5;6;7,1,0,1,1,Ethical
394,DOSPERT-RP,"People often see some risk in situations that contain uncertainty about what the outcome or consequences will be and for which there is the possibility of negative consequences.  However, riskiness is a very personal and intuitive notion, and we are interested in your GUT LEVEL ASSESSMENT OF HOW RISKY each situation or behavior is.  For each of the following statements, please indicate HOW RISKY YOU PERCEIVE each situation. ",Not returning a wallet you found that contains $200.,Not at all risky;Slightly risky;Somewhat risky;Moderately risky;Risky;Very risky;Extremely risky,false,0,dospert-rp.30,1;2;3;4;5;6;7,1,0,1,1,Ethical
395,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Admitting that your tastes are different from those of a friend.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.1,1;2;3;4;5;6;7,1,0,1,1,Social
396,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Going camping in the wilderness.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.2,1;2;3;4;5;6;7,1,0,1,1,Recreational
397,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Betting a day's income at the horse races.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.3,1;2;3;4;5;6;7,1,0,1,1,Financial (G)
398,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Investing 10% of your annual income in a moderate growth diversified fund.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.4,1;2;3;4;5;6;7,1,0,1,1,Financial (I)
399,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Drinking heavily at a social function.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.5,1;2;3;4;5;6;7,1,0,1,1,Health/Safety
400,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Taking some questionable deductions on your income tax return.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.6,1;2;3;4;5;6;7,1,0,1,1,Ethical
401,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Disagreeing with an authority figure on a major issue.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.7,1;2;3;4;5;6;7,1,0,1,1,Social
402,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Betting a day's income at a high-stake poker game.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.8,1;2;3;4;5;6;7,1,0,1,1,Financial (G)
403,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Having an affair with a married man/woman.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.9,1;2;3;4;5;6;7,1,0,1,1,Ethical
404,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Passing off somebody else's work as your own.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.10,1;2;3;4;5;6;7,1,0,1,1,Ethical
405,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Going down a ski run that is beyond your ability.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.11,1;2;3;4;5;6;7,1,0,1,1,Recreational
406,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Investing 5% of your annual income in a very speculative stock.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.12,1;2;3;4;5;6;7,1,0,1,1,Financial (I)
407,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Going whitewater rafting at high water in the spring.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.13,1;2;3;4;5;6;7,1,0,1,1,Recreational
408,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Betting a day's income on the outcome of a sporting event.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.14,1;2;3;4;5;6;7,1,0,1,1,Financial (G)
409,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Engaging in unprotected sex.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.15,1;2;3;4;5;6;7,1,0,1,1,Health/Safety
410,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Revealing a friend's secret to someone else.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.16,1;2;3;4;5;6;7,1,0,1,1,Ethical
411,DOSPERT-EB,"For each of the following statements, please indicate THE BENEFITS you would obtain from each situation.",Driving a car without wearing a seat belt.,1-No benefits at all;2;3;4-Moderate benefits;5;6;7-Great benefits,false,0,dospert-eb.17,1;2;3;4;5;6;7,1,0,1,1,Health/Safety
